session_id,player_id,session_start,duration_sec,platform,country
s_00016150,p_001816,2024-02-08 07:13:00,577,iOS,DE
s_00016151,p_001817,2024-01-30 14:00:00,110,iOS,CN
s_00016152,p_001817,2024-01-31 07:17:00,53,iOS,CN
s_00016153,p_001817,2024-02-01 14:31:00,429,iOS,CN
s_00016154,p_001817,2024-02-02 14:25:00,943,iOS,CN
s_00016155,p_001817,2024-02-02 14:44:00,271,iOS,CN
s_00016156,p_001818,2024-01-20 18:36:00,402,iOS,US
s_00016157,p_001818,2024-01-20 12:47:00,356,iOS,US
s_00016158,p_001819,2024-01-10 10:42:00,217,iOS,CA
s_00016159,p_001819,2024-01-10 12:30:00,151,iOS,CA
s_00016160,p_001819,2024-01-10 08:24:00,333,iOS,CA
s_00016161,p_001819,2024-01-10 17:38:00,1126,iOS,CA
s_00016162,p_001819,2024-01-11 14:17:00,495,iOS,CA
s_00016163,p_001819,2024-01-11 09:02:00,184,iOS,CA
s_00016164,p_001819,2024-01-11 15:03:00,277,iOS,CA
s_00016165,p_001820,2024-01-05 19:47:00,400,iOS,CA
s_00016166,p_001821,2024-01-03 11:37:00,107,Android,US
s_00016167,p_001821,2024-01-03 10:05:00,114,Android,US
s_00016168,p_001822,2024-01-20 21:10:00,351,iOS,CA
s_00016169,p_001822,2024-01-20 11:32:00,789,iOS,CA
s_00016170,p_001822,2024-01-20 12:17:00,76,iOS,CA
s_00016171,p_001823,2024-01-30 10:33:00,248,Android,US
s_00016172,p_001823,2024-01-30 13:01:00,30,Android,US
s_00016173,p_001823,2024-01-31 09:34:00,419,Android,US
s_00016174,p_001823,2024-01-31 10:28:00,233,Android,US
s_00016175,p_001823,2024-01-31 19:41:00,79,Android,US
s_00016176,p_001823,2024-01-31 08:54:00,269,Android,US
s_00016177,p_001823,2024-02-01 22:21:00,115,Android,US
s_00016178,p_001823,2024-02-01 21:33:00,108,Android,US
s_00016179,p_001823,2024-02-02 23:41:00,220,Android,US
s_00016180,p_001823,2024-02-02 15:53:00,471,Android,US
s_00016181,p_001824,2024-01-21 22:57:00,266,Android,US
s_00016182,p_001824,2024-01-21 16:37:00,87,Android,US
s_00016183,p_001824,2024-01-21 21:39:00,187,Android,US
s_00016184,p_001825,2024-01-16 08:20:00,402,iOS,GB
s_00016185,p_001825,2024-01-16 12:59:00,213,iOS,GB
s_00016186,p_001825,2024-01-16 11:06:00,270,iOS,GB
s_00016187,p_001826,2024-01-01 22:07:00,256,iOS,FR
s_00016188,p_001826,2024-01-01 10:17:00,431,iOS,FR
s_00016189,p_001827,2024-03-10 20:50:00,89,Android,JP
s_00016190,p_001827,2024-03-10 17:26:00,80,Android,JP
s_00016191,p_001827,2024-03-10 18:33:00,775,Android,JP
s_00016192,p_001827,2024-03-10 10:35:00,201,Android,JP
s_00016193,p_001828,2024-02-02 10:57:00,319,Android,CN
s_00016194,p_001828,2024-02-02 07:27:00,413,Android,CN
s_00016195,p_001828,2024-02-02 09:31:00,281,Android,CN
s_00016196,p_001828,2024-02-02 13:40:00,833,Android,CN
s_00016197,p_001828,2024-02-03 17:26:00,573,Android,CN
s_00016198,p_001828,2024-02-03 14:06:00,30,Android,CN
s_00016199,p_001828,2024-02-03 20:12:00,246,Android,CN
s_00016200,p_001828,2024-02-03 10:10:00,74,Android,CN
s_00016201,p_001828,2024-02-04 21:23:00,238,Android,CN
s_00016202,p_001828,2024-02-04 18:28:00,169,Android,CN
s_00016203,p_001828,2024-02-05 12:47:00,198,Android,CN
s_00016204,p_001828,2024-02-06 20:06:00,117,Android,CN
s_00016205,p_001828,2024-02-06 20:38:00,1006,Android,CN
s_00016206,p_001829,2024-01-07 20:13:00,147,Android,FR
s_00016207,p_001829,2024-01-08 22:58:00,97,Android,FR
s_00016208,p_001829,2024-01-08 23:04:00,2019,Android,FR
s_00016209,p_001829,2024-01-08 09:36:00,433,Android,FR
s_00016210,p_001829,2024-01-09 13:33:00,497,Android,FR
s_00016211,p_001829,2024-01-09 08:25:00,248,Android,FR
s_00016212,p_001830,2024-03-19 23:10:00,244,Android,DE
s_00016213,p_001830,2024-03-19 08:07:00,716,Android,DE
s_00016214,p_001831,2024-01-19 13:41:00,1400,Android,RU
s_00016215,p_001832,2024-01-18 07:31:00,254,Android,BR
s_00016216,p_001832,2024-01-18 09:27:00,203,Android,BR
s_00016217,p_001832,2024-01-18 22:22:00,492,Android,BR
s_00016218,p_001832,2024-01-18 13:50:00,449,Android,BR
s_00016219,p_001832,2024-01-18 12:07:00,301,Android,BR
s_00016220,p_001832,2024-01-18 19:14:00,579,Android,BR
s_00016221,p_001832,2024-01-18 13:26:00,195,Android,BR
s_00016222,p_001832,2024-01-18 10:51:00,381,Android,BR
s_00016223,p_001833,2024-01-28 14:04:00,384,iOS,BR
s_00016224,p_001833,2024-01-28 22:39:00,193,iOS,BR
s_00016225,p_001834,2024-02-03 17:17:00,202,Android,BR
s_00016226,p_001834,2024-02-03 08:48:00,472,Android,BR
s_00016227,p_001834,2024-02-03 08:19:00,309,Android,BR
s_00016228,p_001834,2024-02-04 08:15:00,427,Android,BR
s_00016229,p_001834,2024-02-04 22:43:00,780,Android,BR
s_00016230,p_001834,2024-02-04 12:38:00,208,Android,BR
s_00016231,p_001834,2024-02-05 18:47:00,129,Android,BR
s_00016232,p_001834,2024-02-06 16:23:00,113,Android,BR
s_00016233,p_001834,2024-02-06 23:49:00,84,Android,BR
s_00016234,p_001834,2024-02-07 17:32:00,203,Android,BR
s_00016235,p_001835,2024-01-22 17:44:00,240,Android,JP
s_00016236,p_001835,2024-01-22 20:57:00,122,Android,JP
s_00016237,p_001835,2024-01-22 14:43:00,126,Android,JP
s_00016238,p_001835,2024-01-22 10:09:00,1008,Android,JP
s_00016239,p_001835,2024-01-22 22:54:00,115,Android,JP
s_00016240,p_001835,2024-01-23 15:46:00,244,Android,JP
s_00016241,p_001835,2024-01-23 13:38:00,385,Android,JP
s_00016242,p_001835,2024-01-23 11:09:00,264,Android,JP
s_00016243,p_001836,2024-01-03 17:49:00,89,iOS,CA
s_00016244,p_001837,2024-01-09 17:06:00,182,iOS,CA
s_00016245,p_001837,2024-01-09 21:51:00,138,iOS,CA
s_00016246,p_001838,2024-02-22 09:53:00,151,Android,JP
s_00016247,p_001838,2024-02-23 12:20:00,123,Android,JP
s_00016248,p_001838,2024-02-24 09:40:00,43,Android,JP
s_00016249,p_001838,2024-02-24 15:53:00,437,Android,JP
s_00016250,p_001838,2024-02-24 22:55:00,481,Android,JP
s_00016251,p_001838,2024-02-24 20:57:00,171,Android,JP
s_00016252,p_001838,2024-02-24 12:57:00,170,Android,JP
s_00016253,p_001838,2024-02-24 10:52:00,71,Android,JP
s_00016254,p_001838,2024-02-24 12:45:00,155,Android,JP
s_00016255,p_001839,2024-01-06 19:51:00,177,Android,DE
s_00016256,p_001839,2024-01-06 08:07:00,53,Android,DE
s_00016257,p_001839,2024-01-07 19:14:00,133,Android,DE
s_00016258,p_001839,2024-01-07 15:22:00,172,Android,DE
s_00016259,p_001839,2024-01-07 15:06:00,2271,Android,DE
s_00016260,p_001839,2024-01-08 13:46:00,214,Android,DE
s_00016261,p_001839,2024-01-09 15:20:00,154,Android,DE
s_00016262,p_001839,2024-01-09 14:06:00,665,Android,DE
s_00016263,p_001839,2024-01-10 17:24:00,614,Android,DE
s_00016264,p_001839,2024-01-10 13:49:00,80,Android,DE
s_00016265,p_001839,2024-01-10 08:38:00,342,Android,DE
s_00016266,p_001839,2024-01-11 14:00:00,401,Android,DE
s_00016267,p_001839,2024-01-11 22:38:00,174,Android,DE
s_00016268,p_001839,2024-01-11 19:33:00,237,Android,DE
s_00016269,p_001839,2024-01-11 17:49:00,219,Android,DE
s_00016270,p_001839,2024-01-11 08:41:00,175,Android,DE
s_00016271,p_001839,2024-01-12 20:44:00,85,Android,DE
s_00016272,p_001839,2024-01-12 16:23:00,46,Android,DE
s_00016273,p_001839,2024-01-12 21:08:00,398,Android,DE
s_00016274,p_001839,2024-01-13 15:58:00,308,Android,DE
s_00016275,p_001839,2024-01-13 08:35:00,386,Android,DE
s_00016276,p_001839,2024-01-13 12:44:00,444,Android,DE
s_00016277,p_001839,2024-01-14 10:29:00,202,Android,DE
s_00016278,p_001839,2024-01-14 22:40:00,72,Android,DE
s_00016279,p_001839,2024-01-14 13:21:00,209,Android,DE
s_00016280,p_001839,2024-01-14 09:26:00,154,Android,DE
s_00016281,p_001839,2024-01-15 19:32:00,62,Android,DE
s_00016282,p_001839,2024-01-15 09:04:00,78,Android,DE
s_00016283,p_001839,2024-01-15 13:13:00,164,Android,DE
s_00016284,p_001839,2024-01-16 22:12:00,170,Android,DE
s_00016285,p_001840,2024-01-10 21:01:00,172,iOS,FR
s_00016286,p_001840,2024-01-10 22:44:00,84,iOS,FR
s_00016287,p_001840,2024-01-10 11:07:00,110,iOS,FR
s_00016288,p_001840,2024-01-10 22:42:00,318,iOS,FR
s_00016289,p_001840,2024-01-10 14:45:00,354,iOS,FR
s_00016290,p_001840,2024-01-10 16:00:00,197,iOS,FR
s_00016291,p_001840,2024-01-11 12:19:00,385,iOS,FR
s_00016292,p_001840,2024-01-11 11:41:00,954,iOS,FR
s_00016293,p_001840,2024-01-11 12:41:00,196,iOS,FR
s_00016294,p_001840,2024-01-12 12:47:00,79,iOS,FR
s_00016295,p_001840,2024-01-12 15:06:00,470,iOS,FR
s_00016296,p_001840,2024-01-12 23:56:00,326,iOS,FR
s_00016297,p_001840,2024-01-13 14:51:00,201,iOS,FR
s_00016298,p_001841,2024-01-12 20:43:00,234,Android,GB
s_00016299,p_001841,2024-01-12 14:11:00,98,Android,GB
s_00016300,p_001841,2024-01-12 14:27:00,218,Android,GB
s_00016301,p_001842,2024-01-12 16:57:00,65,Android,FR
s_00016302,p_001842,2024-01-12 07:06:00,298,Android,FR
s_00016303,p_001842,2024-01-12 10:41:00,209,Android,FR
s_00016304,p_001842,2024-01-12 16:18:00,316,Android,FR
s_00016305,p_001842,2024-01-13 15:10:00,564,Android,FR
s_00016306,p_001842,2024-01-13 16:48:00,614,Android,FR
s_00016307,p_001842,2024-01-14 15:09:00,480,Android,FR
s_00016308,p_001843,2024-01-19 07:10:00,145,Android,JP
s_00016309,p_001843,2024-01-19 15:15:00,427,Android,JP
s_00016310,p_001843,2024-01-19 18:00:00,557,Android,JP
s_00016311,p_001843,2024-01-20 16:28:00,184,Android,JP
s_00016312,p_001843,2024-01-21 20:22:00,160,Android,JP
s_00016313,p_001843,2024-01-21 09:07:00,510,Android,JP
s_00016314,p_001843,2024-01-21 23:27:00,102,Android,JP
s_00016315,p_001843,2024-01-22 09:21:00,694,Android,JP
s_00016316,p_001843,2024-01-22 20:17:00,142,Android,JP
s_00016317,p_001843,2024-01-22 07:39:00,196,Android,JP
s_00016318,p_001843,2024-01-23 16:06:00,500,Android,JP
s_00016319,p_001843,2024-01-23 16:31:00,578,Android,JP
s_00016320,p_001843,2024-01-23 18:12:00,197,Android,JP
s_00016321,p_001843,2024-01-23 09:57:00,193,Android,JP
s_00016322,p_001843,2024-01-24 13:29:00,532,Android,JP
s_00016323,p_001843,2024-01-24 08:20:00,214,Android,JP
s_00016324,p_001843,2024-01-24 16:53:00,219,Android,JP
s_00016325,p_001844,2024-02-27 11:19:00,293,Android,CA
s_00016326,p_001844,2024-02-27 17:05:00,379,Android,CA
s_00016327,p_001844,2024-02-27 08:32:00,230,Android,CA
s_00016328,p_001844,2024-02-28 12:24:00,329,Android,CA
s_00016329,p_001844,2024-02-29 09:42:00,286,Android,CA
s_00016330,p_001844,2024-02-29 09:01:00,92,Android,CA
s_00016331,p_001844,2024-03-01 13:20:00,176,Android,CA
s_00016332,p_001844,2024-03-01 19:20:00,174,Android,CA
s_00016333,p_001844,2024-03-01 15:11:00,35,Android,CA
s_00016334,p_001844,2024-03-01 12:02:00,520,Android,CA
s_00016335,p_001844,2024-03-01 12:15:00,367,Android,CA
s_00016336,p_001844,2024-03-02 22:24:00,64,Android,CA
s_00016337,p_001844,2024-03-02 19:27:00,415,Android,CA
s_00016338,p_001844,2024-03-02 20:38:00,595,Android,CA
s_00016339,p_001844,2024-03-02 12:49:00,654,Android,CA
s_00016340,p_001844,2024-03-02 12:36:00,241,Android,CA
s_00016341,p_001844,2024-03-03 18:14:00,103,Android,CA
s_00016342,p_001844,2024-03-03 14:34:00,425,Android,CA
s_00016343,p_001845,2024-01-06 19:05:00,92,Android,KR
s_00016344,p_001845,2024-01-06 15:05:00,151,Android,KR
s_00016345,p_001846,2024-01-03 13:38:00,155,iOS,US
s_00016346,p_001847,2024-01-05 07:53:00,256,iOS,FR
s_00016347,p_001848,2024-02-13 14:50:00,554,iOS,FR
s_00016348,p_001849,2024-01-21 16:08:00,400,iOS,BR
s_00016349,p_001849,2024-01-21 15:41:00,501,iOS,BR
s_00016350,p_001849,2024-01-21 11:18:00,70,iOS,BR
s_00016351,p_001850,2024-01-07 07:24:00,142,iOS,FR
s_00016352,p_001850,2024-01-07 20:43:00,129,iOS,FR
s_00016353,p_001850,2024-01-07 12:32:00,304,iOS,FR
s_00016354,p_001851,2024-02-03 13:17:00,574,iOS,US
s_00016355,p_001852,2024-02-09 20:12:00,377,Android,KR
s_00016356,p_001852,2024-02-09 13:51:00,79,Android,KR
s_00016357,p_001852,2024-02-09 16:43:00,288,Android,KR
s_00016358,p_001853,2024-02-07 23:34:00,121,iOS,FR
s_00016359,p_001853,2024-02-07 14:15:00,167,iOS,FR
s_00016360,p_001853,2024-02-07 15:13:00,254,iOS,FR
s_00016361,p_001853,2024-02-07 22:23:00,391,iOS,FR
s_00016362,p_001853,2024-02-07 10:47:00,223,iOS,FR
s_00016363,p_001854,2024-02-20 19:27:00,276,Android,US
s_00016364,p_001854,2024-02-20 15:46:00,152,Android,US
s_00016365,p_001854,2024-02-20 08:32:00,104,Android,US
s_00016366,p_001854,2024-02-20 20:49:00,302,Android,US
s_00016367,p_001854,2024-02-20 18:51:00,232,Android,US
s_00016368,p_001854,2024-02-21 16:11:00,909,Android,US
s_00016369,p_001854,2024-02-22 16:15:00,170,Android,US
s_00016370,p_001854,2024-02-22 12:24:00,140,Android,US
s_00016371,p_001854,2024-02-23 11:35:00,119,Android,US
s_00016372,p_001854,2024-02-23 17:21:00,304,Android,US
s_00016373,p_001854,2024-02-23 07:28:00,78,Android,US
s_00016374,p_001854,2024-02-23 15:13:00,224,Android,US
s_00016375,p_001854,2024-02-23 17:52:00,296,Android,US
s_00016376,p_001854,2024-02-23 07:36:00,177,Android,US
s_00016377,p_001854,2024-02-24 18:10:00,392,Android,US
s_00016378,p_001854,2024-02-24 23:51:00,273,Android,US
s_00016379,p_001854,2024-02-24 18:38:00,718,Android,US
s_00016380,p_001855,2024-01-06 15:56:00,399,iOS,JP
s_00016381,p_001855,2024-01-06 22:53:00,173,iOS,JP
s_00016382,p_001856,2024-01-29 07:15:00,299,iOS,US
s_00016383,p_001856,2024-01-29 20:51:00,242,iOS,US
s_00016384,p_001856,2024-01-29 20:18:00,171,iOS,US
s_00016385,p_001856,2024-01-29 17:13:00,157,iOS,US
s_00016386,p_001856,2024-01-30 17:38:00,107,iOS,US
s_00016387,p_001856,2024-01-31 10:53:00,213,iOS,US
s_00016388,p_001856,2024-01-31 22:25:00,395,iOS,US
s_00016389,p_001856,2024-01-31 17:02:00,107,iOS,US
s_00016390,p_001856,2024-02-01 15:29:00,64,iOS,US
s_00016391,p_001856,2024-02-01 10:51:00,119,iOS,US
s_00016392,p_001856,2024-02-01 23:12:00,613,iOS,US
s_00016393,p_001856,2024-02-02 07:02:00,656,iOS,US
s_00016394,p_001856,2024-02-02 17:17:00,116,iOS,US
s_00016395,p_001856,2024-02-02 11:35:00,352,iOS,US
s_00016396,p_001856,2024-02-03 23:29:00,496,iOS,US
s_00016397,p_001857,2024-01-13 15:18:00,266,iOS,KR
s_00016398,p_001857,2024-01-14 19:42:00,217,iOS,KR
s_00016399,p_001857,2024-01-14 19:33:00,423,iOS,KR
s_00016400,p_001857,2024-01-14 20:27:00,63,iOS,KR
s_00016401,p_001857,2024-01-14 21:37:00,181,iOS,KR
s_00016402,p_001858,2024-02-06 15:29:00,140,iOS,US
s_00016403,p_001858,2024-02-07 07:26:00,361,iOS,US
s_00016404,p_001858,2024-02-08 10:29:00,35,iOS,US
s_00016405,p_001858,2024-02-09 07:55:00,449,iOS,US
s_00016406,p_001858,2024-02-09 20:37:00,162,iOS,US
s_00016407,p_001858,2024-02-09 08:05:00,842,iOS,US
s_00016408,p_001858,2024-02-10 15:39:00,197,iOS,US
s_00016409,p_001858,2024-02-10 21:58:00,38,iOS,US
s_00016410,p_001859,2024-01-27 09:01:00,220,iOS,DE
s_00016411,p_001859,2024-01-27 13:51:00,219,iOS,DE
s_00016412,p_001859,2024-01-27 23:16:00,268,iOS,DE
s_00016413,p_001859,2024-01-28 21:06:00,59,iOS,DE
s_00016414,p_001859,2024-01-28 17:25:00,89,iOS,DE
s_00016415,p_001859,2024-01-28 22:53:00,698,iOS,DE
s_00016416,p_001859,2024-01-28 18:26:00,254,iOS,DE
s_00016417,p_001859,2024-01-29 20:46:00,276,iOS,DE
s_00016418,p_001859,2024-01-30 17:00:00,100,iOS,DE
s_00016419,p_001859,2024-01-31 17:04:00,123,iOS,DE
s_00016420,p_001859,2024-01-31 23:27:00,578,iOS,DE
s_00016421,p_001859,2024-01-31 07:43:00,138,iOS,DE
s_00016422,p_001859,2024-02-01 10:24:00,215,iOS,DE
s_00016423,p_001859,2024-02-01 22:42:00,279,iOS,DE
s_00016424,p_001859,2024-02-02 16:16:00,188,iOS,DE
s_00016425,p_001859,2024-02-02 12:13:00,190,iOS,DE
s_00016426,p_001859,2024-02-02 16:44:00,166,iOS,DE
s_00016427,p_001859,2024-02-02 13:23:00,177,iOS,DE
s_00016428,p_001860,2024-01-30 20:36:00,124,iOS,CN
s_00016429,p_001861,2024-01-22 23:20:00,696,Android,US
s_00016430,p_001861,2024-01-22 07:56:00,180,Android,US
s_00016431,p_001862,2024-01-04 15:20:00,130,iOS,CN
s_00016432,p_001862,2024-01-04 07:41:00,255,iOS,CN
s_00016433,p_001863,2024-01-16 17:50:00,450,iOS,US
s_00016434,p_001864,2024-03-24 20:26:00,96,iOS,JP
s_00016435,p_001864,2024-03-24 14:31:00,174,iOS,JP
s_00016436,p_001864,2024-03-24 17:19:00,176,iOS,JP
s_00016437,p_001865,2024-02-25 08:08:00,689,Android,JP
s_00016438,p_001865,2024-02-25 15:57:00,358,Android,JP
s_00016439,p_001865,2024-02-25 12:50:00,217,Android,JP
s_00016440,p_001866,2024-01-01 20:04:00,401,iOS,US
s_00016441,p_001866,2024-01-01 22:53:00,238,iOS,US
s_00016442,p_001866,2024-01-01 12:57:00,396,iOS,US
s_00016443,p_001866,2024-01-02 17:51:00,126,iOS,US
s_00016444,p_001866,2024-01-02 21:07:00,167,iOS,US
s_00016445,p_001866,2024-01-03 16:02:00,513,iOS,US
s_00016446,p_001866,2024-01-03 11:21:00,110,iOS,US
s_00016447,p_001866,2024-01-03 08:55:00,224,iOS,US
s_00016448,p_001866,2024-01-04 14:34:00,626,iOS,US
s_00016449,p_001866,2024-01-05 17:55:00,101,iOS,US
s_00016450,p_001867,2024-01-04 22:27:00,662,iOS,US
s_00016451,p_001868,2024-01-03 19:55:00,116,iOS,CA
s_00016452,p_001868,2024-01-03 16:32:00,1142,iOS,CA
s_00016453,p_001868,2024-01-03 09:40:00,397,iOS,CA
s_00016454,p_001868,2024-01-03 20:48:00,115,iOS,CA
s_00016455,p_001868,2024-01-03 14:33:00,214,iOS,CA
s_00016456,p_001868,2024-01-04 16:36:00,273,iOS,CA
s_00016457,p_001868,2024-01-05 14:48:00,405,iOS,CA
s_00016458,p_001868,2024-01-06 20:55:00,104,iOS,CA
s_00016459,p_001868,2024-01-06 08:42:00,174,iOS,CA
s_00016460,p_001868,2024-01-06 19:12:00,44,iOS,CA
s_00016461,p_001868,2024-01-07 17:32:00,146,iOS,CA
s_00016462,p_001868,2024-01-07 18:14:00,500,iOS,CA
s_00016463,p_001868,2024-01-07 07:46:00,365,iOS,CA
s_00016464,p_001868,2024-01-07 09:01:00,998,iOS,CA
s_00016465,p_001868,2024-01-07 09:54:00,93,iOS,CA
s_00016466,p_001868,2024-01-08 11:28:00,378,iOS,CA
s_00016467,p_001868,2024-01-08 19:38:00,126,iOS,CA
s_00016468,p_001868,2024-01-08 17:05:00,265,iOS,CA
s_00016469,p_001868,2024-01-08 13:00:00,334,iOS,CA
s_00016470,p_001868,2024-01-09 16:41:00,121,iOS,CA
s_00016471,p_001868,2024-01-09 23:55:00,1489,iOS,CA
s_00016472,p_001868,2024-01-09 18:09:00,314,iOS,CA
s_00016473,p_001868,2024-01-10 22:29:00,190,iOS,CA
s_00016474,p_001868,2024-01-11 18:33:00,392,iOS,CA
s_00016475,p_001868,2024-01-12 19:48:00,188,iOS,CA
s_00016476,p_001868,2024-01-12 22:03:00,406,iOS,CA
s_00016477,p_001869,2024-01-26 19:20:00,416,Android,DE
s_00016478,p_001869,2024-01-26 20:09:00,84,Android,DE
s_00016479,p_001869,2024-01-27 08:12:00,37,Android,DE
s_00016480,p_001870,2024-02-04 20:13:00,380,Android,GB
s_00016481,p_001870,2024-02-05 15:19:00,63,Android,GB
s_00016482,p_001870,2024-02-05 16:13:00,649,Android,GB
s_00016483,p_001870,2024-02-06 15:25:00,223,Android,GB
s_00016484,p_001870,2024-02-06 23:49:00,282,Android,GB
s_00016485,p_001870,2024-02-06 19:47:00,196,Android,GB
s_00016486,p_001870,2024-02-07 14:14:00,135,Android,GB
s_00016487,p_001870,2024-02-08 10:34:00,514,Android,GB
s_00016488,p_001870,2024-02-08 09:43:00,138,Android,GB
s_00016489,p_001870,2024-02-08 11:12:00,365,Android,GB
s_00016490,p_001870,2024-02-08 14:23:00,57,Android,GB
s_00016491,p_001870,2024-02-09 21:43:00,490,Android,GB
s_00016492,p_001870,2024-02-09 20:05:00,247,Android,GB
s_00016493,p_001870,2024-02-09 22:45:00,2545,Android,GB
s_00016494,p_001871,2024-01-05 08:28:00,30,iOS,CN
s_00016495,p_001871,2024-01-05 14:53:00,129,iOS,CN
s_00016496,p_001871,2024-01-05 10:56:00,68,iOS,CN
s_00016497,p_001872,2024-01-15 21:19:00,185,Android,CA
s_00016498,p_001872,2024-01-15 15:55:00,697,Android,CA
s_00016499,p_001872,2024-01-15 18:29:00,158,Android,CA
s_00016500,p_001872,2024-01-15 21:56:00,305,Android,CA
s_00016501,p_001873,2024-02-06 12:43:00,271,Android,CN
s_00016502,p_001873,2024-02-07 20:56:00,99,Android,CN
s_00016503,p_001873,2024-02-07 11:24:00,394,Android,CN
s_00016504,p_001873,2024-02-07 14:25:00,126,Android,CN
s_00016505,p_001873,2024-02-07 21:34:00,62,Android,CN
s_00016506,p_001873,2024-02-07 17:44:00,288,Android,CN
s_00016507,p_001873,2024-02-08 08:32:00,174,Android,CN
s_00016508,p_001873,2024-02-09 22:52:00,171,Android,CN
s_00016509,p_001873,2024-02-09 22:16:00,191,Android,CN
s_00016510,p_001873,2024-02-09 22:49:00,177,Android,CN
s_00016511,p_001873,2024-02-10 18:39:00,381,Android,CN
s_00016512,p_001873,2024-02-10 15:43:00,142,Android,CN
s_00016513,p_001873,2024-02-10 16:41:00,151,Android,CN
s_00016514,p_001873,2024-02-11 14:18:00,342,Android,CN
s_00016515,p_001873,2024-02-12 23:45:00,170,Android,CN
s_00016516,p_001873,2024-02-12 17:08:00,126,Android,CN
s_00016517,p_001873,2024-02-13 18:54:00,311,Android,CN
s_00016518,p_001873,2024-02-13 13:28:00,219,Android,CN
s_00016519,p_001873,2024-02-13 21:50:00,339,Android,CN
s_00016520,p_001873,2024-02-13 15:56:00,101,Android,CN
s_00016521,p_001873,2024-02-13 07:48:00,287,Android,CN
s_00016522,p_001873,2024-02-13 14:30:00,110,Android,CN
s_00016523,p_001873,2024-02-14 19:29:00,126,Android,CN
s_00016524,p_001873,2024-02-14 20:35:00,193,Android,CN
s_00016525,p_001873,2024-02-15 22:18:00,95,Android,CN
s_00016526,p_001873,2024-02-15 07:16:00,177,Android,CN
s_00016527,p_001873,2024-02-15 11:01:00,338,Android,CN
s_00016528,p_001873,2024-02-15 22:26:00,239,Android,CN
s_00016529,p_001873,2024-02-15 21:22:00,86,Android,CN
s_00016530,p_001873,2024-02-15 09:19:00,600,Android,CN
s_00016531,p_001873,2024-02-16 21:22:00,206,Android,CN
s_00016532,p_001873,2024-02-16 13:19:00,327,Android,CN
s_00016533,p_001873,2024-02-17 09:04:00,439,Android,CN
s_00016534,p_001873,2024-02-17 17:48:00,364,Android,CN
s_00016535,p_001873,2024-02-17 22:49:00,148,Android,CN
s_00016536,p_001873,2024-02-18 13:41:00,421,Android,CN
s_00016537,p_001873,2024-02-18 13:03:00,172,Android,CN
s_00016538,p_001873,2024-02-19 08:50:00,75,Android,CN
s_00016539,p_001873,2024-02-19 08:41:00,393,Android,CN
s_00016540,p_001873,2024-02-20 08:36:00,167,Android,CN
s_00016541,p_001873,2024-02-21 15:47:00,799,Android,CN
s_00016542,p_001873,2024-02-22 08:50:00,351,Android,CN
s_00016543,p_001873,2024-02-22 20:23:00,152,Android,CN
s_00016544,p_001873,2024-02-22 19:22:00,234,Android,CN
s_00016545,p_001873,2024-02-23 23:09:00,339,Android,CN
s_00016546,p_001874,2024-01-27 14:47:00,369,iOS,JP
s_00016547,p_001874,2024-01-27 16:46:00,339,iOS,JP
s_00016548,p_001875,2024-01-16 15:21:00,501,iOS,US
s_00016549,p_001876,2024-01-18 23:51:00,138,Android,US
s_00016550,p_001876,2024-01-19 17:41:00,183,Android,US
s_00016551,p_001877,2024-01-15 20:23:00,633,Android,US
s_00016552,p_001877,2024-01-15 14:21:00,165,Android,US
s_00016553,p_001877,2024-01-15 12:58:00,516,Android,US
s_00016554,p_001878,2024-01-08 11:26:00,139,iOS,DE
s_00016555,p_001878,2024-01-08 20:02:00,126,iOS,DE
s_00016556,p_001878,2024-01-09 07:55:00,52,iOS,DE
s_00016557,p_001878,2024-01-09 08:16:00,370,iOS,DE
s_00016558,p_001878,2024-01-09 21:01:00,265,iOS,DE
s_00016559,p_001878,2024-01-09 09:04:00,646,iOS,DE
s_00016560,p_001879,2024-01-17 08:47:00,554,iOS,CN
s_00016561,p_001880,2024-01-24 14:52:00,406,Android,JP
s_00016562,p_001880,2024-01-24 16:37:00,942,Android,JP
s_00016563,p_001880,2024-01-24 18:52:00,332,Android,JP
s_00016564,p_001881,2024-02-11 20:04:00,340,iOS,BR
s_00016565,p_001882,2024-01-21 09:38:00,547,iOS,BR
s_00016566,p_001882,2024-01-21 23:36:00,1024,iOS,BR
s_00016567,p_001883,2024-01-29 19:53:00,82,iOS,KR
s_00016568,p_001883,2024-01-29 17:05:00,341,iOS,KR
s_00016569,p_001883,2024-01-29 09:35:00,372,iOS,KR
s_00016570,p_001883,2024-01-30 10:43:00,223,iOS,KR
s_00016571,p_001883,2024-01-30 17:32:00,895,iOS,KR
s_00016572,p_001883,2024-01-30 13:47:00,145,iOS,KR
s_00016573,p_001883,2024-01-30 21:50:00,223,iOS,KR
s_00016574,p_001883,2024-01-31 15:25:00,269,iOS,KR
s_00016575,p_001883,2024-01-31 20:04:00,461,iOS,KR
s_00016576,p_001883,2024-01-31 16:46:00,397,iOS,KR
s_00016577,p_001883,2024-01-31 16:30:00,242,iOS,KR
s_00016578,p_001883,2024-02-01 21:27:00,358,iOS,KR
s_00016579,p_001883,2024-02-01 09:32:00,354,iOS,KR
s_00016580,p_001883,2024-02-01 20:32:00,1312,iOS,KR
s_00016581,p_001883,2024-02-01 22:42:00,166,iOS,KR
s_00016582,p_001883,2024-02-02 07:17:00,160,iOS,KR
